question,label
What are the genetic changes related to cold-induced sweating syndrome ?,information
Is cold-induced sweating syndrome inherited ?,information
What are the treatments for cold-induced sweating syndrome ?,treatment
What is (are) spinal and bulbar muscular atrophy ?,information
How many people are affected by spinal and bulbar muscular atrophy ?,information
What are the genetic changes related to spinal and bulbar muscular atrophy ?,information
Is spinal and bulbar muscular atrophy inherited ?,information
What are the treatments for spinal and bulbar muscular atrophy ?,treatment
What is (are) Cowden syndrome ?,information
How many people are affected by Cowden syndrome ?,information
What are the genetic changes related to Cowden syndrome ?,information
Is Cowden syndrome inherited ?,information
What are the treatments for Cowden syndrome ?,treatment
What is (are) Kabuki syndrome ?,information
How many people are affected by Kabuki syndrome ?,information
What are the genetic changes related to Kabuki syndrome ?,information
Is Kabuki syndrome inherited ?,information
What are the treatments for Kabuki syndrome ?,treatment
What is (are) familial glucocorticoid deficiency ?,information
How many people are affected by familial glucocorticoid deficiency ?,information
What are the genetic changes related to familial glucocorticoid deficiency ?,information
Is familial glucocorticoid deficiency inherited ?,information
What are the treatments for familial glucocorticoid deficiency ?,treatment
What is (are) Walker-Warburg syndrome ?,information
How many people are affected by Walker-Warburg syndrome ?,information
What are the genetic changes related to Walker-Warburg syndrome ?,information
Is Walker-Warburg syndrome inherited ?,information
What are the treatments for Walker-Warburg syndrome ?,treatment
What is (are) Wolman disease ?,information
How many people are affected by Wolman disease ?,information
What are the genetic changes related to Wolman disease ?,information
Is Wolman disease inherited ?,information
What are the treatments for Wolman disease ?,treatment
What is (are) glycogen storage disease type VI ?,information
How many people are affected by glycogen storage disease type VI ?,information
What are the genetic changes related to glycogen storage disease type VI ?,information
Is glycogen storage disease type VI inherited ?,information
What are the treatments for glycogen storage disease type VI ?,treatment
What is (are) guanidinoacetate methyltransferase deficiency ?,information
How many people are affected by guanidinoacetate methyltransferase deficiency ?,information
What are the genetic changes related to guanidinoacetate methyltransferase deficiency ?,information
Is guanidinoacetate methyltransferase deficiency inherited ?,information
What are the treatments for guanidinoacetate methyltransferase deficiency ?,treatment
What is (are) enlarged parietal foramina ?,information
How many people are affected by enlarged parietal foramina ?,information
What are the genetic changes related to enlarged parietal foramina ?,information
Is enlarged parietal foramina inherited ?,information
What are the treatments for enlarged parietal foramina ?,treatment
What is (are) osteogenesis imperfecta ?,information
How many people are affected by osteogenesis imperfecta ?,information
What are the genetic changes related to osteogenesis imperfecta ?,information
Is osteogenesis imperfecta inherited ?,information
What are the treatments for osteogenesis imperfecta ?,treatment
What is (are) dystonia 6 ?,information
How many people are affected by dystonia 6 ?,information
What are the genetic changes related to dystonia 6 ?,information
Is dystonia 6 inherited ?,information
What are the treatments for dystonia 6 ?,treatment
"What is (are) Ohdo syndrome, Maat-Kievit-Brunner type ?",information
"How many people are affected by Ohdo syndrome, Maat-Kievit-Brunner type ?",information
"What are the genetic changes related to Ohdo syndrome, Maat-Kievit-Brunner type ?",information
"Is Ohdo syndrome, Maat-Kievit-Brunner type inherited ?",information
"What are the treatments for Ohdo syndrome, Maat-Kievit-Brunner type ?",treatment
What is (are) epidermal nevus ?,information
How many people are affected by epidermal nevus ?,information
What are the genetic changes related to epidermal nevus ?,information
Is epidermal nevus inherited ?,information
What are the treatments for epidermal nevus ?,treatment
What is (are) infantile-onset ascending hereditary spastic paralysis ?,information
How many people are affected by infantile-onset ascending hereditary spastic paralysis ?,information
What are the genetic changes related to infantile-onset ascending hereditary spastic paralysis ?,information
Is infantile-onset ascending hereditary spastic paralysis inherited ?,information
What are the treatments for infantile-onset ascending hereditary spastic paralysis ?,treatment
What is (are) Pelizaeus-Merzbacher disease ?,information
How many people are affected by Pelizaeus-Merzbacher disease ?,information
What are the genetic changes related to Pelizaeus-Merzbacher disease ?,information
Is Pelizaeus-Merzbacher disease inherited ?,information
What are the treatments for Pelizaeus-Merzbacher disease ?,treatment
What is (are) arginine:glycine amidinotransferase deficiency ?,information
How many people are affected by arginine:glycine amidinotransferase deficiency ?,information
What are the genetic changes related to arginine:glycine amidinotransferase deficiency ?,information
Is arginine:glycine amidinotransferase deficiency inherited ?,information
What are the treatments for arginine:glycine amidinotransferase deficiency ?,treatment
What is (are) Pendred syndrome ?,information
How many people are affected by Pendred syndrome ?,information
What are the genetic changes related to Pendred syndrome ?,information
Is Pendred syndrome inherited ?,information
What are the treatments for Pendred syndrome ?,treatment
What is (are) Poland syndrome ?,information
How many people are affected by Poland syndrome ?,information
What are the genetic changes related to Poland syndrome ?,information
Is Poland syndrome inherited ?,information
What are the treatments for Poland syndrome ?,treatment
What is (are) ataxia neuropathy spectrum ?,information
How many people are affected by ataxia neuropathy spectrum ?,information
What are the genetic changes related to ataxia neuropathy spectrum ?,information
Is ataxia neuropathy spectrum inherited ?,information
What are the treatments for ataxia neuropathy spectrum ?,treatment
What is (are) Mabry syndrome ?,information
How many people are affected by Mabry syndrome ?,information
What are the genetic changes related to Mabry syndrome ?,information
Is Mabry syndrome inherited ?,information
What are the treatments for Mabry syndrome ?,treatment
What is (are) anhidrotic ectodermal dysplasia with immune deficiency ?,information
How many people are affected by anhidrotic ectodermal dysplasia with immune deficiency ?,information
What are the genetic changes related to anhidrotic ectodermal dysplasia with immune deficiency ?,information
Is anhidrotic ectodermal dysplasia with immune deficiency inherited ?,information
What are the treatments for anhidrotic ectodermal dysplasia with immune deficiency ?,treatment
What is (are) hypophosphatasia ?,information
How many people are affected by hypophosphatasia ?,information
What are the genetic changes related to hypophosphatasia ?,information
Is hypophosphatasia inherited ?,information
What are the treatments for hypophosphatasia ?,treatment
What is (are) central core disease ?,information
How many people are affected by central core disease ?,information
What are the genetic changes related to central core disease ?,information
Is central core disease inherited ?,information
What are the treatments for central core disease ?,treatment
What is (are) alkaptonuria ?,information
How many people are affected by alkaptonuria ?,information
What are the genetic changes related to alkaptonuria ?,information
Is alkaptonuria inherited ?,information
What are the treatments for alkaptonuria ?,treatment
What is (are) CHMP2B-related frontotemporal dementia ?,information
How many people are affected by CHMP2B-related frontotemporal dementia ?,information
What are the genetic changes related to CHMP2B-related frontotemporal dementia ?,information
Is CHMP2B-related frontotemporal dementia inherited ?,information
What are the treatments for CHMP2B-related frontotemporal dementia ?,treatment
What is (are) Mowat-Wilson syndrome ?,information
How many people are affected by Mowat-Wilson syndrome ?,information
What are the genetic changes related to Mowat-Wilson syndrome ?,information
Is Mowat-Wilson syndrome inherited ?,information
What are the treatments for Mowat-Wilson syndrome ?,treatment
What is (are) molybdenum cofactor deficiency ?,information
How many people are affected by molybdenum cofactor deficiency ?,information
What are the genetic changes related to molybdenum cofactor deficiency ?,information
Is molybdenum cofactor deficiency inherited ?,information
What are the treatments for molybdenum cofactor deficiency ?,treatment
What is (are) retinoblastoma ?,information
How many people are affected by retinoblastoma ?,information
What are the genetic changes related to retinoblastoma ?,information
Is retinoblastoma inherited ?,information
What are the treatments for retinoblastoma ?,treatment
What is (are) Alexander disease ?,information
How many people are affected by Alexander disease ?,information
What are the genetic changes related to Alexander disease ?,information
Is Alexander disease inherited ?,information
What are the treatments for Alexander disease ?,treatment
What is (are) 9q22.3 microdeletion ?,information
How many people are affected by 9q22.3 microdeletion ?,information
What are the genetic changes related to 9q22.3 microdeletion ?,information
Is 9q22.3 microdeletion inherited ?,information
What are the treatments for 9q22.3 microdeletion ?,treatment
What is (are) Darier disease ?,information
How many people are affected by Darier disease ?,information
What are the genetic changes related to Darier disease ?,information
Is Darier disease inherited ?,information
What are the treatments for Darier disease ?,treatment
What is (are) Proteus syndrome ?,information
How many people are affected by Proteus syndrome ?,information
What are the genetic changes related to Proteus syndrome ?,information
Is Proteus syndrome inherited ?,information
What are the treatments for Proteus syndrome ?,treatment
What is (are) thrombotic thrombocytopenic purpura ?,information
How many people are affected by thrombotic thrombocytopenic purpura ?,information
What are the genetic changes related to thrombotic thrombocytopenic purpura ?,information
Is thrombotic thrombocytopenic purpura inherited ?,information
What are the treatments for thrombotic thrombocytopenic purpura ?,treatment
What is (are) D-bifunctional protein deficiency ?,information
How many people are affected by D-bifunctional protein deficiency ?,information
What are the genetic changes related to D-bifunctional protein deficiency ?,information
Is D-bifunctional protein deficiency inherited ?,information
What are the treatments for D-bifunctional protein deficiency ?,treatment
What is (are) collagen VI-related myopathy ?,information
How many people are affected by collagen VI-related myopathy ?,information
What are the genetic changes related to collagen VI-related myopathy ?,information
Is collagen VI-related myopathy inherited ?,information
What are the treatments for collagen VI-related myopathy ?,treatment
What is (are) combined malonic and methylmalonic aciduria ?,information
How many people are affected by combined malonic and methylmalonic aciduria ?,information
What are the genetic changes related to combined malonic and methylmalonic aciduria ?,information
Is combined malonic and methylmalonic aciduria inherited ?,information
What are the treatments for combined malonic and methylmalonic aciduria ?,treatment
What is (are) retroperitoneal fibrosis ?,information
How many people are affected by retroperitoneal fibrosis ?,information
What are the genetic changes related to retroperitoneal fibrosis ?,information
Is retroperitoneal fibrosis inherited ?,information
What are the treatments for retroperitoneal fibrosis ?,treatment
What is (are) holocarboxylase synthetase deficiency ?,information
How many people are affected by holocarboxylase synthetase deficiency ?,information
What are the genetic changes related to holocarboxylase synthetase deficiency ?,information
Is holocarboxylase synthetase deficiency inherited ?,information
What are the treatments for holocarboxylase synthetase deficiency ?,treatment
What is (are) X-linked agammaglobulinemia ?,information
How many people are affected by X-linked agammaglobulinemia ?,information
What are the genetic changes related to X-linked agammaglobulinemia ?,information
Is X-linked agammaglobulinemia inherited ?,information
What are the treatments for X-linked agammaglobulinemia ?,treatment
What is (are) DICER1 syndrome ?,information
How many people are affected by DICER1 syndrome ?,information
What are the genetic changes related to DICER1 syndrome ?,information
Is DICER1 syndrome inherited ?,information
What are the treatments for DICER1 syndrome ?,treatment
What is (are) RAPADILINO syndrome ?,information
How many people are affected by RAPADILINO syndrome ?,information
What are the genetic changes related to RAPADILINO syndrome ?,information
Is RAPADILINO syndrome inherited ?,information
What are the treatments for RAPADILINO syndrome ?,treatment
What is (are) PRICKLE1-related progressive myoclonus epilepsy with ataxia ?,information
How many people are affected by PRICKLE1-related progressive myoclonus epilepsy with ataxia ?,information
What are the genetic changes related to PRICKLE1-related progressive myoclonus epilepsy with ataxia ?,information
Is PRICKLE1-related progressive myoclonus epilepsy with ataxia inherited ?,information
What are the treatments for PRICKLE1-related progressive myoclonus epilepsy with ataxia ?,treatment
What is (are) familial Mediterranean fever ?,information
How many people are affected by familial Mediterranean fever ?,information
What are the genetic changes related to familial Mediterranean fever ?,information
Is familial Mediterranean fever inherited ?,information
What are the treatments for familial Mediterranean fever ?,treatment
What is (are) primary hyperoxaluria ?,information
How many people are affected by primary hyperoxaluria ?,information
What are the genetic changes related to primary hyperoxaluria ?,information
Is primary hyperoxaluria inherited ?,information
What are the treatments for primary hyperoxaluria ?,treatment
"What is (are) GM2-gangliosidosis, AB variant ?",information
"How many people are affected by GM2-gangliosidosis, AB variant ?",information
"What are the genetic changes related to GM2-gangliosidosis, AB variant ?",information
"Is GM2-gangliosidosis, AB variant inherited ?",information
"What are the treatments for GM2-gangliosidosis, AB variant ?",treatment
"What is (are) mitochondrial encephalomyopathy, lactic acidosis, and stroke-like episodes ?",information
"How many people are affected by mitochondrial encephalomyopathy, lactic acidosis, and stroke-like episodes ?",information
"What are the genetic changes related to mitochondrial encephalomyopathy, lactic acidosis, and stroke-like episodes ?",information
"Is mitochondrial encephalomyopathy, lactic acidosis, and stroke-like episodes inherited ?",information
"What are the treatments for mitochondrial encephalomyopathy, lactic acidosis, and stroke-like episodes ?",treatment
What is (are) Kuskokwim syndrome ?,information
How many people are affected by Kuskokwim syndrome ?,information
What are the genetic changes related to Kuskokwim syndrome ?,information
Is Kuskokwim syndrome inherited ?,information
What are the treatments for Kuskokwim syndrome ?,treatment
What is (are) MYH9-related disorder ?,information
How many people are affected by MYH9-related disorder ?,information
What are the genetic changes related to MYH9-related disorder ?,information
Is MYH9-related disorder inherited ?,information
What are the treatments for MYH9-related disorder ?,treatment
What is (are) Milroy disease ?,information
How many people are affected by Milroy disease ?,information
What are the genetic changes related to Milroy disease ?,information
Is Milroy disease inherited ?,information
What are the treatments for Milroy disease ?,treatment
What is (are) familial atrial fibrillation ?,information
How many people are affected by familial atrial fibrillation ?,information
What are the genetic changes related to familial atrial fibrillation ?,information
Is familial atrial fibrillation inherited ?,information
What are the treatments for familial atrial fibrillation ?,treatment
What is (are) GRN-related frontotemporal dementia ?,information
How many people are affected by GRN-related frontotemporal dementia ?,information
What are the genetic changes related to GRN-related frontotemporal dementia ?,information
Is GRN-related frontotemporal dementia inherited ?,information
What are the treatments for GRN-related frontotemporal dementia ?,treatment
What is (are) nemaline myopathy ?,information
How many people are affected by nemaline myopathy ?,information
What are the genetic changes related to nemaline myopathy ?,information
Is nemaline myopathy inherited ?,information
What are the treatments for nemaline myopathy ?,treatment
What is (are) CASK-related intellectual disability ?,information
How many people are affected by CASK-related intellectual disability ?,information
What are the genetic changes related to CASK-related intellectual disability ?,information
Is CASK-related intellectual disability inherited ?,information
What are the treatments for CASK-related intellectual disability ?,treatment
What is (are) von Hippel-Lindau syndrome ?,information
How many people are affected by von Hippel-Lindau syndrome ?,information
What are the genetic changes related to von Hippel-Lindau syndrome ?,information
Is von Hippel-Lindau syndrome inherited ?,information
What are the treatments for von Hippel-Lindau syndrome ?,treatment
What is (are) leukoencephalopathy with vanishing white matter ?,information
How many people are affected by leukoencephalopathy with vanishing white matter ?,information
What are the genetic changes related to leukoencephalopathy with vanishing white matter ?,information
Is leukoencephalopathy with vanishing white matter inherited ?,information
What are the treatments for leukoencephalopathy with vanishing white matter ?,treatment
"What is (are) methemoglobinemia, beta-globin type ?",information
"How many people are affected by methemoglobinemia, beta-globin type ?",information
"What are the genetic changes related to methemoglobinemia, beta-globin type ?",information
"Is methemoglobinemia, beta-globin type inherited ?",information
"What are the treatments for methemoglobinemia, beta-globin type ?",treatment
What is (are) STING-associated vasculopathy with onset in infancy ?,information
How many people are affected by STING-associated vasculopathy with onset in infancy ?,information
What are the genetic changes related to STING-associated vasculopathy with onset in infancy ?,information
Is STING-associated vasculopathy with onset in infancy inherited ?,information
What are the treatments for STING-associated vasculopathy with onset in infancy ?,treatment
What is (are) 3-M syndrome ?,information
How many people are affected by 3-M syndrome ?,information
What are the genetic changes related to 3-M syndrome ?,information
Is 3-M syndrome inherited ?,information
What are the treatments for 3-M syndrome ?,treatment
What is (are) dopa-responsive dystonia ?,information
How many people are affected by dopa-responsive dystonia ?,information
What are the genetic changes related to dopa-responsive dystonia ?,information
Is dopa-responsive dystonia inherited ?,information
What are the treatments for dopa-responsive dystonia ?,treatment
What is (are) prekallikrein deficiency ?,information
How many people are affected by prekallikrein deficiency ?,information
What are the genetic changes related to prekallikrein deficiency ?,information
Is prekallikrein deficiency inherited ?,information
What are the treatments for prekallikrein deficiency ?,treatment
What is (are) mitochondrial neurogastrointestinal encephalopathy disease ?,information
How many people are affected by mitochondrial neurogastrointestinal encephalopathy disease ?,information
What are the genetic changes related to mitochondrial neurogastrointestinal encephalopathy disease ?,information
Is mitochondrial neurogastrointestinal encephalopathy disease inherited ?,information
What are the treatments for mitochondrial neurogastrointestinal encephalopathy disease ?,treatment
What is (are) fish-eye disease ?,information
How many people are affected by fish-eye disease ?,information
What are the genetic changes related to fish-eye disease ?,information
Is fish-eye disease inherited ?,information
What are the treatments for fish-eye disease ?,treatment
What is (are) Fabry disease ?,information
How many people are affected by Fabry disease ?,information
What are the genetic changes related to Fabry disease ?,information
Is Fabry disease inherited ?,information
What are the treatments for Fabry disease ?,treatment
What is (are) MEGDEL syndrome ?,information
How many people are affected by MEGDEL syndrome ?,information
What are the genetic changes related to MEGDEL syndrome ?,information
Is MEGDEL syndrome inherited ?,information
What are the treatments for MEGDEL syndrome ?,treatment
What is (are) DMD-associated dilated cardiomyopathy ?,information
How many people are affected by DMD-associated dilated cardiomyopathy ?,information
What are the genetic changes related to DMD-associated dilated cardiomyopathy ?,information
Is DMD-associated dilated cardiomyopathy inherited ?,information
What are the treatments for DMD-associated dilated cardiomyopathy ?,treatment
What is (are) pyruvate dehydrogenase deficiency ?,information
How many people are affected by pyruvate dehydrogenase deficiency ?,information
What are the genetic changes related to pyruvate dehydrogenase deficiency ?,information
Is pyruvate dehydrogenase deficiency inherited ?,information
What are the treatments for pyruvate dehydrogenase deficiency ?,treatment
What is (are) Fryns syndrome ?,information
How many people are affected by Fryns syndrome ?,information
What are the genetic changes related to Fryns syndrome ?,information
Is Fryns syndrome inherited ?,information
What are the treatments for Fryns syndrome ?,treatment
What is (are) Cockayne syndrome ?,information
How many people are affected by Cockayne syndrome ?,information
What are the genetic changes related to Cockayne syndrome ?,information
Is Cockayne syndrome inherited ?,information
What are the treatments for Cockayne syndrome ?,treatment
What is (are) early-onset primary dystonia ?,information
How many people are affected by early-onset primary dystonia ?,information
What are the genetic changes related to early-onset primary dystonia ?,information
Is early-onset primary dystonia inherited ?,information
What are the treatments for early-onset primary dystonia ?,treatment
What is (are) Andersen-Tawil syndrome ?,information
How many people are affected by Andersen-Tawil syndrome ?,information
What are the genetic changes related to Andersen-Tawil syndrome ?,information
Is Andersen-Tawil syndrome inherited ?,information
What are the treatments for Andersen-Tawil syndrome ?,treatment
What is (are) Gitelman syndrome ?,information
How many people are affected by Gitelman syndrome ?,information
What are the genetic changes related to Gitelman syndrome ?,information
Is Gitelman syndrome inherited ?,information
What are the treatments for Gitelman syndrome ?,treatment
What is (are) 16p11.2 deletion syndrome ?,information
How many people are affected by 16p11.2 deletion syndrome ?,information
What are the genetic changes related to 16p11.2 deletion syndrome ?,information
Is 16p11.2 deletion syndrome inherited ?,information
What are the treatments for 16p11.2 deletion syndrome ?,treatment
What is (are) Sjgren syndrome ?,information
How many people are affected by Sjgren syndrome ?,information
What are the genetic changes related to Sjgren syndrome ?,information
Is Sjgren syndrome inherited ?,information
What are the treatments for Sjgren syndrome ?,treatment
What is (are) Werner syndrome ?,information
How many people are affected by Werner syndrome ?,information
What are the genetic changes related to Werner syndrome ?,information
Is Werner syndrome inherited ?,information
What are the treatments for Werner syndrome ?,treatment
What is (are) multiple system atrophy ?,information
How many people are affected by multiple system atrophy ?,information
What are the genetic changes related to multiple system atrophy ?,information
Is multiple system atrophy inherited ?,information
What are the treatments for multiple system atrophy ?,treatment
What is (are) Paget disease of bone ?,information
How many people are affected by Paget disease of bone ?,information
What are the genetic changes related to Paget disease of bone ?,information
Is Paget disease of bone inherited ?,information
What are the treatments for Paget disease of bone ?,treatment
What is (are) dystrophic epidermolysis bullosa ?,information
How many people are affected by dystrophic epidermolysis bullosa ?,information
What are the genetic changes related to dystrophic epidermolysis bullosa ?,information
Is dystrophic epidermolysis bullosa inherited ?,information
What are the treatments for dystrophic epidermolysis bullosa ?,treatment
What is (are) Mainzer-Saldino syndrome ?,information
How many people are affected by Mainzer-Saldino syndrome ?,information
What are the genetic changes related to Mainzer-Saldino syndrome ?,information
Is Mainzer-Saldino syndrome inherited ?,information
What are the treatments for Mainzer-Saldino syndrome ?,treatment
What is (are) fibronectin glomerulopathy ?,information
How many people are affected by fibronectin glomerulopathy ?,information
What are the genetic changes related to fibronectin glomerulopathy ?,information
Is fibronectin glomerulopathy inherited ?,information
What are the treatments for fibronectin glomerulopathy ?,treatment
What is (are) familial porencephaly ?,information
How many people are affected by familial porencephaly ?,information
What are the genetic changes related to familial porencephaly ?,information
Is familial porencephaly inherited ?,information
What are the treatments for familial porencephaly ?,treatment
What is (are) Stve-Wiedemann syndrome ?,information
How many people are affected by Stve-Wiedemann syndrome ?,information
What are the genetic changes related to Stve-Wiedemann syndrome ?,information
Is Stve-Wiedemann syndrome inherited ?,information
What are the treatments for Stve-Wiedemann syndrome ?,treatment
What is (are) biotinidase deficiency ?,information
How many people are affected by biotinidase deficiency ?,information
What are the genetic changes related to biotinidase deficiency ?,information
Is biotinidase deficiency inherited ?,information
What are the treatments for biotinidase deficiency ?,treatment
What is (are) sialidosis ?,information
How many people are affected by sialidosis ?,information
What are the genetic changes related to sialidosis ?,information
Is sialidosis inherited ?,information
What are the treatments for sialidosis ?,treatment
What is (are) Coffin-Siris syndrome ?,information
How many people are affected by Coffin-Siris syndrome ?,information
What are the genetic changes related to Coffin-Siris syndrome ?,information
Is Coffin-Siris syndrome inherited ?,information
What are the treatments for Coffin-Siris syndrome ?,treatment
What is (are) Pompe disease ?,information
How many people are affected by Pompe disease ?,information
What are the genetic changes related to Pompe disease ?,information
Is Pompe disease inherited ?,information
What are the treatments for Pompe disease ?,treatment
What is (are) dentatorubral-pallidoluysian atrophy ?,information
How many people are affected by dentatorubral-pallidoluysian atrophy ?,information
What are the genetic changes related to dentatorubral-pallidoluysian atrophy ?,information
Is dentatorubral-pallidoluysian atrophy inherited ?,information
What are the treatments for dentatorubral-pallidoluysian atrophy ?,treatment
What is (are) X-linked sideroblastic anemia and ataxia ?,information
How many people are affected by X-linked sideroblastic anemia and ataxia ?,information
What are the genetic changes related to X-linked sideroblastic anemia and ataxia ?,information
Is X-linked sideroblastic anemia and ataxia inherited ?,information
What are the treatments for X-linked sideroblastic anemia and ataxia ?,treatment
What is (are) hypercholesterolemia ?,information
How many people are affected by hypercholesterolemia ?,information
What are the genetic changes related to hypercholesterolemia ?,information
Is hypercholesterolemia inherited ?,information
What are the treatments for hypercholesterolemia ?,treatment
What is (are) glycogen storage disease type III ?,information
How many people are affected by glycogen storage disease type III ?,information
What are the genetic changes related to glycogen storage disease type III ?,information
Is glycogen storage disease type III inherited ?,information
What are the treatments for glycogen storage disease type III ?,treatment
What is (are) tetrasomy 18p ?,information
How many people are affected by tetrasomy 18p ?,information
What are the genetic changes related to tetrasomy 18p ?,information
Is tetrasomy 18p inherited ?,information
What are the treatments for tetrasomy 18p ?,treatment
What is (are) heterotaxy syndrome ?,information
How many people are affected by heterotaxy syndrome ?,information
What are the genetic changes related to heterotaxy syndrome ?,information
Is heterotaxy syndrome inherited ?,information
What are the treatments for heterotaxy syndrome ?,treatment
What is (are) Niemann-Pick disease ?,information
How many people are affected by Niemann-Pick disease ?,information
What are the genetic changes related to Niemann-Pick disease ?,information
Is Niemann-Pick disease inherited ?,information
What are the treatments for Niemann-Pick disease ?,treatment
What is (are) Emanuel syndrome ?,information
How many people are affected by Emanuel syndrome ?,information
What are the genetic changes related to Emanuel syndrome ?,information
Is Emanuel syndrome inherited ?,information
What are the treatments for Emanuel syndrome ?,treatment
What is (are) actin-accumulation myopathy ?,information
How many people are affected by actin-accumulation myopathy ?,information
What are the genetic changes related to actin-accumulation myopathy ?,information
Is actin-accumulation myopathy inherited ?,information
What are the treatments for actin-accumulation myopathy ?,treatment
What is (are) tarsal-carpal coalition syndrome ?,information
How many people are affected by tarsal-carpal coalition syndrome ?,information
What are the genetic changes related to tarsal-carpal coalition syndrome ?,information
Is tarsal-carpal coalition syndrome inherited ?,information
What are the treatments for tarsal-carpal coalition syndrome ?,treatment
What is (are) carbamoyl phosphate synthetase I deficiency ?,information
How many people are affected by carbamoyl phosphate synthetase I deficiency ?,information
What are the genetic changes related to carbamoyl phosphate synthetase I deficiency ?,information
Is carbamoyl phosphate synthetase I deficiency inherited ?,information
What are the treatments for carbamoyl phosphate synthetase I deficiency ?,treatment
What is (are) Camurati-Engelmann disease ?,information
How many people are affected by Camurati-Engelmann disease ?,information
What are the genetic changes related to Camurati-Engelmann disease ?,information
Is Camurati-Engelmann disease inherited ?,information
What are the treatments for Camurati-Engelmann disease ?,treatment
What is (are) prolidase deficiency ?,information
How many people are affected by prolidase deficiency ?,information
What are the genetic changes related to prolidase deficiency ?,information
Is prolidase deficiency inherited ?,information
What are the treatments for prolidase deficiency ?,treatment
What is (are) childhood myocerebrohepatopathy spectrum ?,information
How many people are affected by childhood myocerebrohepatopathy spectrum ?,information
What are the genetic changes related to childhood myocerebrohepatopathy spectrum ?,information
Is childhood myocerebrohepatopathy spectrum inherited ?,information
What are the treatments for childhood myocerebrohepatopathy spectrum ?,treatment
What is (are) familial paroxysmal kinesigenic dyskinesia ?,information
How many people are affected by familial paroxysmal kinesigenic dyskinesia ?,information
What are the genetic changes related to familial paroxysmal kinesigenic dyskinesia ?,information
Is familial paroxysmal kinesigenic dyskinesia inherited ?,information
What are the treatments for familial paroxysmal kinesigenic dyskinesia ?,treatment
What is (are) multiple cutaneous and mucosal venous malformations ?,information
How many people are affected by multiple cutaneous and mucosal venous malformations ?,information
What are the genetic changes related to multiple cutaneous and mucosal venous malformations ?,information
Is multiple cutaneous and mucosal venous malformations inherited ?,information
What are the treatments for multiple cutaneous and mucosal venous malformations ?,treatment
What is (are) isodicentric chromosome 15 syndrome ?,information
How many people are affected by isodicentric chromosome 15 syndrome ?,information
What are the genetic changes related to isodicentric chromosome 15 syndrome ?,information
Is isodicentric chromosome 15 syndrome inherited ?,information
What are the treatments for isodicentric chromosome 15 syndrome ?,treatment
What is (are) androgen insensitivity syndrome ?,information
How many people are affected by androgen insensitivity syndrome ?,information
What are the genetic changes related to androgen insensitivity syndrome ?,information
Is androgen insensitivity syndrome inherited ?,information
What are the treatments for androgen insensitivity syndrome ?,treatment
What is (are) congenital bilateral absence of the vas deferens ?,information
How many people are affected by congenital bilateral absence of the vas deferens ?,information
What are the genetic changes related to congenital bilateral absence of the vas deferens ?,information
Is congenital bilateral absence of the vas deferens inherited ?,information
What are the treatments for congenital bilateral absence of the vas deferens ?,treatment
What is (are) Leber hereditary optic neuropathy ?,information
How many people are affected by Leber hereditary optic neuropathy ?,information
What are the genetic changes related to Leber hereditary optic neuropathy ?,information
Is Leber hereditary optic neuropathy inherited ?,information
What are the treatments for Leber hereditary optic neuropathy ?,treatment
What is (are) Netherton syndrome ?,information
How many people are affected by Netherton syndrome ?,information
What are the genetic changes related to Netherton syndrome ?,information
Is Netherton syndrome inherited ?,information
What are the treatments for Netherton syndrome ?,treatment
What is (are) Down syndrome ?,information
How many people are affected by Down syndrome ?,information
What are the genetic changes related to Down syndrome ?,information
Is Down syndrome inherited ?,information
What are the treatments for Down syndrome ?,treatment
What is (are) paroxysmal nocturnal hemoglobinuria ?,information
How many people are affected by paroxysmal nocturnal hemoglobinuria ?,information
What are the genetic changes related to paroxysmal nocturnal hemoglobinuria ?,information
Is paroxysmal nocturnal hemoglobinuria inherited ?,information
What are the treatments for paroxysmal nocturnal hemoglobinuria ?,treatment
What is (are) congenital mirror movement disorder ?,information
How many people are affected by congenital mirror movement disorder ?,information
What are the genetic changes related to congenital mirror movement disorder ?,information
Is congenital mirror movement disorder inherited ?,information
What are the treatments for congenital mirror movement disorder ?,treatment
What is (are) Knobloch syndrome ?,information
How many people are affected by Knobloch syndrome ?,information
What are the genetic changes related to Knobloch syndrome ?,information
Is Knobloch syndrome inherited ?,information
What are the treatments for Knobloch syndrome ?,treatment
What is (are) potassium-aggravated myotonia ?,information
How many people are affected by potassium-aggravated myotonia ?,information
What are the genetic changes related to potassium-aggravated myotonia ?,information
Is potassium-aggravated myotonia inherited ?,information
What are the treatments for potassium-aggravated myotonia ?,treatment
What is (are) maternally inherited diabetes and deafness ?,information
How many people are affected by maternally inherited diabetes and deafness ?,information
What are the genetic changes related to maternally inherited diabetes and deafness ?,information
Is maternally inherited diabetes and deafness inherited ?,information
What are the treatments for maternally inherited diabetes and deafness ?,treatment
What is (are) Krabbe disease ?,information
How many people are affected by Krabbe disease ?,information
What are the genetic changes related to Krabbe disease ?,information
Is Krabbe disease inherited ?,information
What are the treatments for Krabbe disease ?,treatment
What is (are) Simpson-Golabi-Behmel syndrome ?,information
How many people are affected by Simpson-Golabi-Behmel syndrome ?,information
What are the genetic changes related to Simpson-Golabi-Behmel syndrome ?,information
Is Simpson-Golabi-Behmel syndrome inherited ?,information
What are the treatments for Simpson-Golabi-Behmel syndrome ?,treatment
What is (are) surfactant dysfunction ?,information
How many people are affected by surfactant dysfunction ?,information
