question,label
Is Alopecia universalis inherited ?,information
How to diagnose Alopecia universalis ?,tests
What are the treatments for Alopecia universalis ?,treatment
What are the symptoms of Renal hamartomas nephroblastomatosis and fetal gigantism ?,symptoms
What are the symptoms of Mastocytosis cutaneous with short stature conductive hearing loss and microtia ?,symptoms
What is (are) Osteopetrosis autosomal recessive 2 ?,information
What are the symptoms of Osteopetrosis autosomal recessive 2 ?,symptoms
What are the symptoms of Isotretinoin embryopathy like syndrome ?,symptoms
What is (are) Nevoid basal cell carcinoma syndrome ?,information
What are the symptoms of Nevoid basal cell carcinoma syndrome ?,symptoms
Is Nevoid basal cell carcinoma syndrome inherited ?,information
What are the treatments for Nevoid basal cell carcinoma syndrome ?,treatment
What is (are) Non 24 hour sleep wake disorder ?,information
What are the symptoms of Non 24 hour sleep wake disorder ?,symptoms
What are the symptoms of Achromatopsia 3 ?,symptoms
What are the symptoms of IMAGe syndrome ?,symptoms
What is (are) Hyperkalemic periodic paralysis ?,information
What are the symptoms of Hyperkalemic periodic paralysis ?,symptoms
What are the symptoms of Retinal arterial macroaneurysm with supravalvular pulmonic stenosis ?,symptoms
What are the symptoms of Ectodermal dysplasia adrenal cyst ?,symptoms
What is (are) Long QT syndrome 8 ?,information
What are the symptoms of Long QT syndrome 8 ?,symptoms
What are the symptoms of Marfanoid hypermobility syndrome ?,symptoms
What is (are) Melioidosis ?,information
What is (are) Cornelia de Lange syndrome ?,information
What are the symptoms of Cornelia de Lange syndrome ?,symptoms
What causes Cornelia de Lange syndrome ?,causes
Is Cornelia de Lange syndrome inherited ?,information
How to diagnose Cornelia de Lange syndrome ?,tests
What are the treatments for Cornelia de Lange syndrome ?,treatment
What are the symptoms of Patent ductus venosus ?,symptoms
What are the symptoms of Spastic paraplegia 6 ?,symptoms
What are the symptoms of Diffuse panbronchiolitis ?,symptoms
What are the symptoms of Dandy-Walker like malformation with atrioventricular septal defect ?,symptoms
What are the symptoms of Atrial septal defect ostium primum ?,symptoms
What is (are) Lymphatic filariasis ?,information
What are the treatments for Lymphatic filariasis ?,treatment
What are the symptoms of Feingold syndrome ?,symptoms
What are the symptoms of Cerebral sarcoma ?,symptoms
What is (are) Antecubital pterygium ?,information
What are the symptoms of Antecubital pterygium ?,symptoms
What are the symptoms of Thompson Baraitser syndrome ?,symptoms
What is (are) Enthesitis-related juvenile idiopathic arthritis ?,information
What are the symptoms of Enthesitis-related juvenile idiopathic arthritis ?,symptoms
What is (are) Non-classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency ?,information
What are the symptoms of Non-classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency ?,symptoms
What causes Non-classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency ?,causes
Is Non-classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency inherited ?,information
How to diagnose Non-classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency ?,tests
What are the treatments for Non-classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency ?,treatment
What is (are) Central serous chorioretinopathy ?,information
What are the symptoms of Hand and foot deformity with flat facies ?,symptoms
What is (are) Budd-Chiari syndrome ?,information
What are the symptoms of Budd-Chiari syndrome ?,symptoms
What are the treatments for Budd-Chiari syndrome ?,treatment
"What are the symptoms of Epidermolysis bullosa, late-onset localized junctional, with mental retardation ?",symptoms
What are the symptoms of Uropathy distal obstructive polydactyly ?,symptoms
What is (are) Hanhart syndrome ?,information
What are the symptoms of Hanhart syndrome ?,symptoms
What causes Hanhart syndrome ?,causes
How to diagnose Hanhart syndrome ?,tests
What are the treatments for Hanhart syndrome ?,treatment
What are the symptoms of Amyloidosis familial visceral ?,symptoms
"What are the symptoms of Nephropathy, deafness, and hyperparathyroidism ?",symptoms
What is (are) Nonbullous congenital ichthyosiform erythroderma ?,information
What are the symptoms of Nonbullous congenital ichthyosiform erythroderma ?,symptoms
What are the treatments for Nonbullous congenital ichthyosiform erythroderma ?,treatment
What are the symptoms of Charcot-Marie-Tooth disease type 2O ?,symptoms
What is (are) Pigmented purpuric eruption ?,information
What are the symptoms of Pigmented purpuric eruption ?,symptoms
What causes Pigmented purpuric eruption ?,causes
What are the treatments for Pigmented purpuric eruption ?,treatment
What is (are) Cowden syndrome ?,information
What are the symptoms of Cowden syndrome ?,symptoms
What causes Cowden syndrome ?,causes
Is Cowden syndrome inherited ?,information
How to diagnose Cowden syndrome ?,tests
What are the treatments for Cowden syndrome ?,treatment
What are the symptoms of Uhl anomaly ?,symptoms
What is (are) Roberts syndrome ?,information
What are the symptoms of Roberts syndrome ?,symptoms
How to diagnose Roberts syndrome ?,tests
What are the symptoms of Amelogenesis imperfecta nephrocalcinosis ?,symptoms
What is (are) Hereditary lymphedema type II ?,information
What are the symptoms of Hereditary lymphedema type II ?,symptoms
What causes Hereditary lymphedema type II ?,causes
Is Hereditary lymphedema type II inherited ?,information
What is (are) Aicardi-Goutieres syndrome type 5 ?,information
What are the symptoms of Aicardi-Goutieres syndrome type 5 ?,symptoms
"What is (are) Usher syndrome, type 2C ?",information
"What are the symptoms of Usher syndrome, type 2C ?",symptoms
"Is Usher syndrome, type 2C inherited ?",information
What is (are) Primary angiitis of the central nervous system ?,information
What are the treatments for Primary angiitis of the central nervous system ?,treatment
What are the symptoms of Santos Mateus Leal syndrome ?,symptoms
"What is (are) Usher syndrome, type 1C ?",information
"What are the symptoms of Usher syndrome, type 1C ?",symptoms
"Is Usher syndrome, type 1C inherited ?",information
What is (are) Bilateral generalized polymicrogyria ?,information
What are the symptoms of Anemia sideroblastic and spinocerebellar ataxia ?,symptoms
"What are the symptoms of Sensory ataxic neuropathy, dysarthria, and ophthalmoparesis ?",symptoms
What is (are) Subacute cerebellar degeneration ?,information
What are the symptoms of Subacute cerebellar degeneration ?,symptoms
What causes Subacute cerebellar degeneration ?,causes
What is (are) Tietz syndrome ?,information
What are the symptoms of Tietz syndrome ?,symptoms
How to diagnose Tietz syndrome ?,tests
What are the symptoms of Split hand urinary anomalies spina bifida ?,symptoms
What are the symptoms of Cerebral sclerosis similar to Pelizaeus-Merzbacher disease ?,symptoms
What is (are) Twin twin transfusion syndrome ?,information
What is (are) Acute intermittent porphyria ?,information
What are the symptoms of Acute intermittent porphyria ?,symptoms
What causes Acute intermittent porphyria ?,causes
Is Acute intermittent porphyria inherited ?,information
How to diagnose Acute intermittent porphyria ?,tests
What are the treatments for Acute intermittent porphyria ?,treatment
What are the symptoms of Amyotrophic lateral sclerosis type 6 ?,symptoms
What is (are) Cerebrotendinous xanthomatosis ?,information
What are the symptoms of Cerebrotendinous xanthomatosis ?,symptoms
What causes Cerebrotendinous xanthomatosis ?,causes
How to diagnose Cerebrotendinous xanthomatosis ?,tests
What are the treatments for Cerebrotendinous xanthomatosis ?,treatment
What are the symptoms of Retinoschisis autosomal dominant ?,symptoms
What is (are) SHORT syndrome ?,information
What are the symptoms of SHORT syndrome ?,symptoms
Is SHORT syndrome inherited ?,information
How to diagnose SHORT syndrome ?,tests
What are the symptoms of Caudal appendage deafness ?,symptoms
What are the symptoms of Ausems Wittebol-Post Hennekam syndrome ?,symptoms
"What are the symptoms of Mental retardation X-linked, South African type ?",symptoms
What is (are) Marden-Walker syndrome ?,information
What are the symptoms of Marden-Walker syndrome ?,symptoms
What causes Marden-Walker syndrome ?,causes
Is Marden-Walker syndrome inherited ?,information
What are the treatments for Marden-Walker syndrome ?,treatment
What is (are) Cone dystrophy ?,information
What are the symptoms of Cone dystrophy ?,symptoms
How to diagnose Cone dystrophy ?,tests
What is (are) Lysinuric protein intolerance ?,information
What are the symptoms of Lysinuric protein intolerance ?,symptoms
What are the symptoms of Amish infantile epilepsy syndrome ?,symptoms
What is (are) Takayasu arteritis ?,information
What are the symptoms of Takayasu arteritis ?,symptoms
What are the treatments for Takayasu arteritis ?,treatment
What are the symptoms of Warfarin syndrome ?,symptoms
What is (are) Juvenile dermatomyositis ?,information
What are the symptoms of Juvenile dermatomyositis ?,symptoms
What is (are) Urachal cancer ?,information
What are the treatments for Urachal cancer ?,treatment
What are the symptoms of Familial joint instability syndrome ?,symptoms
"What are the symptoms of Macular dystrophy, concentric annular ?",symptoms
What is (are) Papillary renal cell carcinoma ?,information
What are the symptoms of Papillary renal cell carcinoma ?,symptoms
What is (are) Book syndrome ?,information
What are the symptoms of Book syndrome ?,symptoms
Is Book syndrome inherited ?,information
How to diagnose Book syndrome ?,tests
What is (are) Schizencephaly ?,information
What are the symptoms of Schizencephaly ?,symptoms
What causes Schizencephaly ?,causes
Is Schizencephaly inherited ?,information
How to diagnose Schizencephaly ?,tests
What are the treatments for Schizencephaly ?,treatment
What is (are) Trichorhinophalangeal syndrome type 1 ?,information
What are the symptoms of Trichorhinophalangeal syndrome type 1 ?,symptoms
What is (are) X-linked Charcot-Marie-Tooth disease type 5 ?,information
What are the symptoms of X-linked Charcot-Marie-Tooth disease type 5 ?,symptoms
What is (are) Lymphocytic vasculitis ?,information
What are the symptoms of Lymphocytic vasculitis ?,symptoms
What causes Lymphocytic vasculitis ?,causes
What is (are) Reynolds syndrome ?,information
What are the symptoms of Reynolds syndrome ?,symptoms
What is (are) Bethlem myopathy ?,information
What are the symptoms of Bethlem myopathy ?,symptoms
What causes Bethlem myopathy ?,causes
Is Bethlem myopathy inherited ?,information
What are the treatments for Bethlem myopathy ?,treatment
What are the symptoms of Panhypopituitarism X-linked ?,symptoms
What are the symptoms of Dopamine beta hydroxylase deficiency ?,symptoms
What is (are) Mondini dysplasia ?,information
What are the symptoms of Mondini dysplasia ?,symptoms
What causes Mondini dysplasia ?,causes
Is Mondini dysplasia inherited ?,information
How to diagnose Mondini dysplasia ?,tests
What are the treatments for Mondini dysplasia ?,treatment
What is (are) Glycogen storage disease type 6 ?,information
What are the symptoms of Glycogen storage disease type 6 ?,symptoms
What are the symptoms of Hereditary hemorrhagic telangiectasia type 4 ?,symptoms
What are the symptoms of Holocarboxylase synthetase deficiency ?,symptoms
What are the symptoms of Metaphyseal chondrodysplasia Spahr type ?,symptoms
What is (are) Dermatofibrosarcoma protuberans ?,information
What are the symptoms of Dermatofibrosarcoma protuberans ?,symptoms
What causes Dermatofibrosarcoma protuberans ?,causes
What is (are) Cap myopathy ?,information
What are the symptoms of Chromosome 8p23.1 deletion ?,symptoms
What is (are) Chanarin-Dorfman syndrome ?,information
What are the symptoms of Chanarin-Dorfman syndrome ?,symptoms
What is (are) Spondylocostal dysostosis 3 ?,information
What are the symptoms of Spondylocostal dysostosis 3 ?,symptoms
What is (are) Serpiginous choroiditis ?,information
What causes Serpiginous choroiditis ?,causes
Is Serpiginous choroiditis inherited ?,information
What are the treatments for Serpiginous choroiditis ?,treatment
What are the symptoms of Facio thoraco genital syndrome ?,symptoms
What is (are) Buschke Lowenstein tumor ?,information
What are the symptoms of Congenital myasthenic syndrome with episodic apnea ?,symptoms
What are the symptoms of Microphthalmia syndromic 8 ?,symptoms
What are the symptoms of Mesomelic dwarfism of hypoplastic tibia and radius type ?,symptoms
What are the symptoms of Gracile bone dysplasia ?,symptoms
What is (are) Infantile-onset ascending hereditary spastic paralysis ?,information
What are the symptoms of Infantile-onset ascending hereditary spastic paralysis ?,symptoms
What is (are) Polyembryoma ?,information
What are the treatments for Polyembryoma ?,treatment
What is (are) Osteopetrosis autosomal dominant type 1 ?,information
What are the symptoms of Osteopetrosis autosomal dominant type 1 ?,symptoms
What is (are) Maffucci syndrome ?,information
What are the symptoms of Maffucci syndrome ?,symptoms
What are the treatments for Maffucci syndrome ?,treatment
What are the symptoms of Oculocutaneous albinism type 3 ?,symptoms
What are the symptoms of Hirschsprung disease type 3 ?,symptoms
What are the symptoms of Verloes Bourguignon syndrome ?,symptoms
What are the symptoms of Sabinas brittle hair syndrome ?,symptoms
What are the symptoms of Acrocephalopolydactylous dysplasia ?,symptoms
What is (are) X-linked creatine deficiency ?,information
What are the symptoms of X-linked creatine deficiency ?,symptoms
What are the symptoms of Cone-rod dystrophy X-linked 2 ?,symptoms
What are the symptoms of Leber congenital amaurosis 16 ?,symptoms
What are the symptoms of Mesomelia-synostoses syndrome ?,symptoms
What are the symptoms of Seres-Santamaria Arimany Muniz syndrome ?,symptoms
"What are the symptoms of Cataract, posterior polar, 1 ?",symptoms
What are the symptoms of Thrombocytopenia with elevated serum IgA and renal disease ?,symptoms
What are the symptoms of Charcot-Marie-Tooth type 1 aplasia cutis congenita ?,symptoms
What are the symptoms of Carnosinemia ?,symptoms
What is (are) Brachydactyly type C ?,information
What are the symptoms of Brachydactyly type C ?,symptoms
What is (are) Nance-Horan syndrome ?,information
What are the symptoms of Nance-Horan syndrome ?,symptoms
What causes Nance-Horan syndrome ?,causes
Is Nance-Horan syndrome inherited ?,information
"What are the symptoms of Diffuse palmoplantar keratoderma, Bothnian type ?",symptoms
What are the symptoms of Intellectual deficit - short stature - hypertelorism ?,symptoms
What is (are) Epidermolysis bullosa acquisita ?,information
What are the symptoms of Epidermolysis bullosa acquisita ?,symptoms
What causes Epidermolysis bullosa acquisita ?,causes
Is Epidermolysis bullosa acquisita inherited ?,information
What are the treatments for Epidermolysis bullosa acquisita ?,treatment
What are the symptoms of Spinocerebellar ataxia 17 ?,symptoms
What is (are) Omenn syndrome ?,information
What are the symptoms of Omenn syndrome ?,symptoms
What causes Omenn syndrome ?,causes
What are the treatments for Omenn syndrome ?,treatment
What is (are) Eosinophilic enteropathy ?,information
What are the symptoms of Eosinophilic enteropathy ?,symptoms
How to diagnose Eosinophilic enteropathy ?,tests
What are the treatments for Eosinophilic enteropathy ?,treatment
What is (are) Benign multicystic peritoneal mesothelioma ?,information
What are the treatments for Benign multicystic peritoneal mesothelioma ?,treatment
What is (are) Moyamoya disease ?,information
What are the symptoms of Moyamoya disease ?,symptoms
What causes Moyamoya disease ?,causes
What are the treatments for Moyamoya disease ?,treatment
What are the symptoms of Corpus callosum agenesis double urinary collecting ?,symptoms
What is (are) Gorham's disease ?,information
What are the symptoms of Gorham's disease ?,symptoms
What are the treatments for Gorham's disease ?,treatment
What is (are) Progressive multifocal leukoencephalopathy ?,information
What are the treatments for Progressive multifocal leukoencephalopathy ?,treatment
What are the symptoms of Anal sphincter dysplasia ?,symptoms
What are the symptoms of Legius syndrome ?,symptoms
What is (are) HAIR-AN syndrome ?,information
What is (are) Muir-Torre syndrome ?,information
What are the symptoms of Muir-Torre syndrome ?,symptoms
What causes Muir-Torre syndrome ?,causes
Is Muir-Torre syndrome inherited ?,information
How to diagnose Muir-Torre syndrome ?,tests
What is (are) Moebius syndrome ?,information
What are the symptoms of Moebius syndrome ?,symptoms
Is Moebius syndrome inherited ?,information
What is (are) Juvenile retinoschisis ?,information
What are the symptoms of Juvenile retinoschisis ?,symptoms
What causes Juvenile retinoschisis ?,causes
Is Juvenile retinoschisis inherited ?,information
What are the treatments for Juvenile retinoschisis ?,treatment
What is (are) Lipoid proteinosis of Urbach and Wiethe ?,information
What are the symptoms of Lipoid proteinosis of Urbach and Wiethe ?,symptoms
What are the treatments for Lipoid proteinosis of Urbach and Wiethe ?,treatment
What is (are) Axenfeld-Rieger syndrome type 1 ?,information
What are the symptoms of Axenfeld-Rieger syndrome type 1 ?,symptoms
How to diagnose Axenfeld-Rieger syndrome type 1 ?,tests
What are the treatments for Axenfeld-Rieger syndrome type 1 ?,treatment
What is (are) Hashimoto's encephalitis ?,information
What are the symptoms of Hashimoto's encephalitis ?,symptoms
What causes Hashimoto's encephalitis ?,causes
Is Hashimoto's encephalitis inherited ?,information
What are the treatments for Hashimoto's encephalitis ?,treatment
What are the symptoms of Infantile Parkinsonism-dystonia ?,symptoms
What are the symptoms of Spinocerebellar ataxia 40 ?,symptoms
What are the symptoms of Iminoglycinuria ?,symptoms
What are the symptoms of Zori Stalker Williams syndrome ?,symptoms
What is (are) Maternally inherited diabetes and deafness ?,information
What are the symptoms of Maternally inherited diabetes and deafness ?,symptoms
Is Maternally inherited diabetes and deafness inherited ?,information
What is (are) Embryonal carcinoma ?,information
What is (are) Mnire's disease ?,information
What are the symptoms of Mnire's disease ?,symptoms
What causes Mnire's disease ?,causes
How to diagnose Mnire's disease ?,tests
What are the treatments for Mnire's disease ?,treatment
What are the symptoms of Bone dysplasia lethal Holmgren type ?,symptoms
What is (are) Trichotillomania ?,information
What are the symptoms of Trichotillomania ?,symptoms
What are the treatments for Trichotillomania ?,treatment
What is (are) Costello syndrome ?,information
What are the symptoms of Costello syndrome ?,symptoms
"What are the symptoms of Larynx, congenital partial atresia of ?",symptoms
What are the symptoms of Acromegaloid facial appearance syndrome ?,symptoms
What is (are) Dopa-responsive dystonia ?,information
What are the symptoms of Dopa-responsive dystonia ?,symptoms
Is Dopa-responsive dystonia inherited ?,information
How to diagnose Dopa-responsive dystonia ?,tests
What is (are) Familial hypertrophic cardiomyopathy ?,information
What are the symptoms of Familial hypertrophic cardiomyopathy ?,symptoms
What causes Familial hypertrophic cardiomyopathy ?,causes
Is Familial hypertrophic cardiomyopathy inherited ?,information
How to diagnose Familial hypertrophic cardiomyopathy ?,tests
What is (are) Narcolepsy ?,information
What are the symptoms of Narcolepsy ?,symptoms
How to diagnose Narcolepsy ?,tests
What are the treatments for Narcolepsy ?,treatment
What are the symptoms of Megalocornea-intellectual disability syndrome ?,symptoms
What are the symptoms of Hooft disease ?,symptoms
What is (are) Deafness and myopia syndrome ?,information
What are the symptoms of Deafness and myopia syndrome ?,symptoms
What is (are) Milroy disease ?,information
What are the symptoms of Milroy disease ?,symptoms
Is Milroy disease inherited ?,information
How to diagnose Milroy disease ?,tests
What are the treatments for Milroy disease ?,treatment
What is (are) Orofaciodigital syndrome 2 ?,information
What are the symptoms of Orofaciodigital syndrome 2 ?,symptoms
What causes Orofaciodigital syndrome 2 ?,causes
Is Orofaciodigital syndrome 2 inherited ?,information
What are the treatments for Orofaciodigital syndrome 2 ?,treatment
What are the symptoms of Acroosteolysis dominant type ?,symptoms
"What are the symptoms of Deafness, autosomal recessive 51 ?",symptoms
What are the symptoms of Familial multiple trichodiscomas ?,symptoms
What are the symptoms of Potato nose ?,symptoms
What is (are) Agenesis of the dorsal pancreas ?,information
What are the symptoms of Agenesis of the dorsal pancreas ?,symptoms
What causes Agenesis of the dorsal pancreas ?,causes
What are the treatments for Agenesis of the dorsal pancreas ?,treatment
What are the symptoms of Fountain syndrome ?,symptoms
What are the symptoms of Pediatric ulcerative colitis ?,symptoms
What is (are) Brody myopathy ?,information
What are the symptoms of Brody myopathy ?,symptoms
What causes Brody myopathy ?,causes
How to diagnose Brody myopathy ?,tests
What are the treatments for Brody myopathy ?,treatment
What is (are) Occipital horn syndrome ?,information
What are the symptoms of Occipital horn syndrome ?,symptoms
How to diagnose Occipital horn syndrome ?,tests
What is (are) Charcot-Marie-Tooth disease type 1A ?,information
What are the symptoms of Charcot-Marie-Tooth disease type 1A ?,symptoms
What is (are) CADASIL ?,information
What are the symptoms of CADASIL ?,symptoms
What causes CADASIL ?,causes
Is CADASIL inherited ?,information
What are the treatments for CADASIL ?,treatment
What is (are) Wiedemann-Steiner syndrome ?,information
What are the symptoms of Wiedemann-Steiner syndrome ?,symptoms
What is (are) Bell's palsy ?,information
What are the symptoms of Bell's palsy ?,symptoms
What causes Bell's palsy ?,causes
What are the treatments for Bell's palsy ?,treatment
What are the symptoms of Popliteal pterygium syndrome lethal type ?,symptoms
What is (are) Bilateral frontal polymicrogyria ?,information
What is (are) Ligneous conjunctivitis ?,information
What is (are) EEC syndrome ?,information
What are the symptoms of EEC syndrome ?,symptoms
What causes EEC syndrome ?,causes
Is EEC syndrome inherited ?,information
How to diagnose EEC syndrome ?,tests
What is (are) Donnai-Barrow syndrome ?,information
What are the symptoms of Donnai-Barrow syndrome ?,symptoms
What is (are) Charcot-Marie-Tooth disease type 4 ?,information
What is (are) Microcephalic osteodysplastic primordial dwarfism type 2 ?,information
What are the symptoms of Microcephalic osteodysplastic primordial dwarfism type 2 ?,symptoms
What are the symptoms of Anauxetic dysplasia ?,symptoms
What are the symptoms of Familial hyperthyroidism due to mutations in TSH receptor ?,symptoms
What is (are) Ollier disease ?,information
What are the symptoms of Ollier disease ?,symptoms
What causes Ollier disease ?,causes
What are the treatments for Ollier disease ?,treatment
"What are the symptoms of Severe combined immunodeficiency, atypical ?",symptoms
What are the symptoms of ADULT syndrome ?,symptoms
What is (are) Proteus syndrome ?,information
What are the symptoms of Proteus syndrome ?,symptoms
What causes Proteus syndrome ?,causes
What are the symptoms of Spondyloepimetaphyseal dysplasia joint laxity ?,symptoms
What are the symptoms of Say-Field-Coldwell syndrome ?,symptoms
What are the symptoms of Slipped capital femoral epiphysis ?,symptoms
What is (are) Rabson-Mendenhall syndrome ?,information
What are the symptoms of Rabson-Mendenhall syndrome ?,symptoms
What is (are) Branchiooculofacial syndrome ?,information
What are the symptoms of Branchiooculofacial syndrome ?,symptoms
Is Branchiooculofacial syndrome inherited ?,information
How to diagnose Branchiooculofacial syndrome ?,tests
What is (are) Hyperparathyroidism-jaw tumor syndrome ?,information
What are the symptoms of Hyperparathyroidism-jaw tumor syndrome ?,symptoms
What is (are) Neonatal progeroid syndrome ?,information
What are the symptoms of Neonatal progeroid syndrome ?,symptoms
What causes Neonatal progeroid syndrome ?,causes
Is Neonatal progeroid syndrome inherited ?,information
How to diagnose Neonatal progeroid syndrome ?,tests
What are the treatments for Neonatal progeroid syndrome ?,treatment
What are the symptoms of Lipase deficiency combined ?,symptoms
What are the symptoms of Bifid nose with or without anorectal and renal anomalies ?,symptoms
What are the symptoms of Rutherfurd syndrome ?,symptoms
"What are the symptoms of Gingival fibromatosis, 1 ?",symptoms
What are the symptoms of Spastic paraplegia 15 ?,symptoms
What are the symptoms of Dyssegmental dysplasia Silverman-Handmaker type ?,symptoms
"What are the symptoms of Cataract, autosomal recessive congenital 2 ?",symptoms
"What are the symptoms of Pheochromocytoma, childhood ?",symptoms
What is (are) Thanatophoric dysplasia ?,information
What are the symptoms of Thanatophoric dysplasia ?,symptoms
What causes Thanatophoric dysplasia ?,causes
Is Thanatophoric dysplasia inherited ?,information
What are the symptoms of Sillence syndrome ?,symptoms
What are the symptoms of Mac Dermot Winter syndrome ?,symptoms
What is (are) Syringoma ?,information
What are the symptoms of Syringoma ?,symptoms
What are the treatments for Syringoma ?,treatment
What is (are) Antisynthetase syndrome ?,information
What are the symptoms of Antisynthetase syndrome ?,symptoms
What causes Antisynthetase syndrome ?,causes
How to diagnose Antisynthetase syndrome ?,tests
What are the treatments for Antisynthetase syndrome ?,treatment
What are the symptoms of Dandy-Walker malformation with postaxial polydactyly ?,symptoms
What are the symptoms of Chronic myeloid leukemia ?,symptoms
What is (are) Henoch-Schonlein purpura ?,information
What are the symptoms of Henoch-Schonlein purpura ?,symptoms
Is Henoch-Schonlein purpura inherited ?,information
What are the treatments for Henoch-Schonlein purpura ?,treatment
What is (are) Multiple mitochondrial dysfunctions syndrome ?,information
What are the symptoms of Multiple mitochondrial dysfunctions syndrome ?,symptoms
What are the symptoms of Larsen-like syndrome ?,symptoms
What are the symptoms of Pulmonic stenosis ?,symptoms
What is (are) Ovarian carcinosarcoma ?,information
What causes Ovarian carcinosarcoma ?,causes
What are the treatments for Ovarian carcinosarcoma ?,treatment
What are the symptoms of Severe congenital neutropenia autosomal recessive 3 ?,symptoms
What is (are) ADCY5-related dyskinesia ?,information
What are the symptoms of ADCY5-related dyskinesia ?,symptoms
What is (are) Michelin tire baby syndrome ?,information
What are the symptoms of Michelin tire baby syndrome ?,symptoms
What is (are) 21-hydroxylase deficiency ?,information
What are the symptoms of 21-hydroxylase deficiency ?,symptoms
What causes 21-hydroxylase deficiency ?,causes
Is 21-hydroxylase deficiency inherited ?,information
How to diagnose 21-hydroxylase deficiency ?,tests
What are the treatments for 21-hydroxylase deficiency ?,treatment
What are the symptoms of Familial hypocalciuric hypercalcemia type 3 ?,symptoms
What are the symptoms of X-linked thrombocytopenia ?,symptoms
What is (are) Pendred syndrome ?,information
What are the symptoms of Pendred syndrome ?,symptoms
Is Pendred syndrome inherited ?,information
What are the symptoms of Quebec platelet disorder ?,symptoms
"What is (are) Methylmalonic acidemia with homocystinuria, type cblC ?",information
"What are the symptoms of Methylmalonic acidemia with homocystinuria, type cblC ?",symptoms
What is (are) Craniopharyngioma ?,information
What are the symptoms of Craniopharyngioma ?,symptoms
What causes Craniopharyngioma ?,causes
What are the treatments for Craniopharyngioma ?,treatment
What are the symptoms of Rhizomelic syndrome ?,symptoms
What are the symptoms of Spinocerebellar ataxia 21 ?,symptoms
What are the symptoms of 19p13.12 microdeletion syndrome ?,symptoms
What are the symptoms of Brachydactyly Mononen type ?,symptoms
What are the symptoms of Acrocapitofemoral dysplasia ?,symptoms
What is (are) Chromosome 12q deletion ?,information
What are the symptoms of Multiple epiphyseal dysplasia 1 ?,symptoms
What are the symptoms of Deafness nephritis anorectal malformation ?,symptoms
What are the symptoms of Neutrophil-specific granule deficiency ?,symptoms
What is (are) Cohen syndrome ?,information
What are the symptoms of Cohen syndrome ?,symptoms
How to diagnose Cohen syndrome ?,tests
What are the treatments for Cohen syndrome ?,treatment
What are the symptoms of Pelizaeus-Merzbacher-like disease ?,symptoms
What are the symptoms of Retinal cone dystrophy 3A ?,symptoms
What is (are) Nephrocalcinosis ?,information
What causes Nephrocalcinosis ?,causes
Is Nephrocalcinosis inherited ?,information
What are the treatments for Nephrocalcinosis ?,treatment
What is (are) Hepatoblastoma ?,information
What are the symptoms of Hepatoblastoma ?,symptoms
What are the symptoms of Partial agenesis of corpus callosum ?,symptoms
What is (are) Spinocerebellar ataxia autosomal recessive 7 ?,information
What are the symptoms of Spinocerebellar ataxia autosomal recessive 7 ?,symptoms
What is (are) Klinefelter syndrome ?,information
What are the symptoms of Klinefelter syndrome ?,symptoms
What causes Klinefelter syndrome ?,causes
Is Klinefelter syndrome inherited ?,information
How to diagnose Klinefelter syndrome ?,tests
What are the treatments for Klinefelter syndrome ?,treatment
"What is (are) Periodic fever, aphthous stomatitis, pharyngitis and adenitis ?",information
"What are the symptoms of Periodic fever, aphthous stomatitis, pharyngitis and adenitis ?",symptoms
"What causes Periodic fever, aphthous stomatitis, pharyngitis and adenitis ?",causes
"How to diagnose Periodic fever, aphthous stomatitis, pharyngitis and adenitis ?",tests
"What are the treatments for Periodic fever, aphthous stomatitis, pharyngitis and adenitis ?",treatment
What is (are) Asperger syndrome ?,information
Is Asperger syndrome inherited ?,information
What is (are) Beta ketothiolase deficiency ?,information
What are the symptoms of Beta ketothiolase deficiency ?,symptoms
What are the symptoms of Maternal hyperphenylalaninemia ?,symptoms
What is (are) Stargardt disease ?,information
What are the symptoms of Stargardt disease ?,symptoms
Is Stargardt disease inherited ?,information
How to diagnose Stargardt disease ?,tests
What are the treatments for Stargardt disease ?,treatment
What is (are) Noonan syndrome ?,information
What are the symptoms of Noonan syndrome ?,symptoms
Is Noonan syndrome inherited ?,information
What are the treatments for Noonan syndrome ?,treatment
What is (are) Koolen de Vries syndrome ?,information
What are the symptoms of Koolen de Vries syndrome ?,symptoms
How to diagnose Koolen de Vries syndrome ?,tests
What are the symptoms of Sener syndrome ?,symptoms
What are the symptoms of Autosomal dominant intermediate Charcot-Marie-Tooth disease type C ?,symptoms
What is (are) Neuroferritinopathy ?,information
What are the symptoms of Neuroferritinopathy ?,symptoms
What are the symptoms of Spastic paraplegia facial cutaneous lesions ?,symptoms
What are the symptoms of Mehes syndrome ?,symptoms
What are the symptoms of RHYNS syndrome ?,symptoms
"What are the symptoms of Pituitary hormone deficiency, combined 3 ?",symptoms
What are the symptoms of Battaglia-Neri syndrome ?,symptoms
What are the symptoms of Hard skin syndrome Parana type ?,symptoms
What are the symptoms of Spranger Schinzel Myers syndrome ?,symptoms
What is (are) Primary Familial Brain Calcification ?,information
